0	0.000	OK	session=0	msgType=18	arg=14662580	state=0x31	text=31205031202048	0000000012000000b4bbdf000000312050312020480000005444a24000000000000000000000000001000000d82decbe00000000000000000000000000000000482eecbeb0bbdf00b0bbdf0000000000b4bbdf0000000000981bc040010000001ca3a240782eecbe7c505301782eecbe782eecbe981bc040e4636240782eecbe7c505301c00fffff000000001044530134b04341000000005096f9000000000000a043410100000058663841000000001044530101000000682eecbe8c480800fc5758000000000000000000000018430000f841b847bf40000059406850530140d45201b845110130d3d000a40a160100000000c0390a412833f240a04a53012051110110445301000000000c2fecbe01000000d42eecbec82eecbe010000006830ecbeb8d5dc000000000000000000dc4e0800200000000000000008a1520134b0434100000000ac2e1101ac2e110100a04341c8e79201586638410000000008a1520178d4d000c00fffffc0390a41dcafe940981bc04078d4d000d8c8db000100000048dbda0000000000a02e110134b043410000000030bb0b01a82e110100a04341c8e792010000000018bb0b0134b043410000000020bb0b0130e8920100a04341c8e79201586638416405000030d3d00018bb0b010000000028f5180134b043410000000000000000c8e7920134b04341000000000ce8920130e8920100a04341c8e79201586638410000000030df5501cce79201d0e79201981bc040782ae8403c30ecbe3c30ecbe
1	0.003	OK	session=0	msgType=21	arg=1	state=0xfe	text=fe31526561647920546f2041726d	000000001500000001000000a42dfe31526561647920546f2041726d00785a00000000000000000012000000b4bbdf000000312050312020480000005444a24000000000000000000000000001000000d82decbe00000000000000000000000000000000482eecbeb0bbdf00b0bbdf0000000000b4bbdf0000000000981bc040010000001ca3a240782eecbe7c505301782eecbe782eecbe981bc040e4636240782eecbe7c505301c00fffff000000001044530134b04341000000005096f9000000000000a043410100000058663841000000001044530101000000682eecbe8c480800fc5758000000000000000000000018430000f841b847bf40000059406850530140d45201b845110130d3d000a40a160100000000c0390a412833f240a04a53012051110110445301000000000c2fecbe01000000d42eecbec82eecbe010000006830ecbeb8d5dc000000000000000000dc4e0800200000000000000008a1520134b0434100000000ac2e1101ac2e110100a04341c8e79201586638410000000008a1520178d4d000c00fffffc0390a41dcafe940981bc04078d4d000d8c8db000100000048dbda0000000000a02e110134b043410000000030bb0b01a82e110100a04341c8e792010000000018bb0b0134b043410000000020bb0b0130e8920100a04341c8e79201586638416405000030d3d00018bb0b010000000028f5180134b043410000000000000000c8e7920134b04341000000000ce8920130e8920100a04341c8e79201
2	0.005	OK	session=0	msgType=21	arg=1	state=0xfe	text=fe31526561647920546f2041726d	00000000150000000100000034b0fe31526561647920546f2041726d00a0434194505301000000009450530194505301981bc040e463624094505301000000006850530134b043410000000068505301802eecbe00a04341010000005866384100000000482eecbeb0bbdf00b0bbdf0000000000b4bbdf0000000000981bc040010000001ca3a240782eecbe44a59d01782eecbe782eecbe981bc040e4636240782eecbe44a59d01c00fffff00000000d0fe910134b04341000000005096f9000000000000a04341010000005866384100000000d0fe9101c00fffff000000005096f900304a08000000000000000000000018430000f841b847bf400000000030a59d018901000054010000960100007801000087010000520100009801000040ee0901e8219201d0fe9101000000008cd4d0008cd4d000d42eecbec82eecbe010000006830ecbeb8d5dc000000000000000000dc4e08000000000000000000c0390a4100000000f0b3190134b0434100000000c00fffff08c7da0000a04341602fecbe58663841f0b31901f0b319010000000034c7da00c0390a41982bf140f0b3190150c2da00c0390a41e8c2f040000000000100000024c7da004d000000e8abde000000000000000000e8abde0035c7da0000000000ac69df00a068df000200000008c7da00c0390a413847dd4060a4de0060a4de00e8abde0060a4de0000000000ac69df00a068df00c00fffff08c7da00981bc040a864df00102ca740d432ecbee8abde0060a4de00
3	0.007	OK	session=0	msgType=21	arg=1	state=0xff	text=ff3135392020536563732052656d61696e696e67	000000001500000001000000c039ff3135392020536563732052656d61696e696e67000100000000000000000000000098c6e0000000000098dc920184aea240c0feff1f00000000000000000000004f0000004f38561401830000003060f24000000000000000000000000060ba160101000000000000000000000000000000e4240000802eecbe385614010b000000e0180240204711012c471101e8a19d010001000001000000302eecbe78d4d000005614010b000000010000000000000000000080c0ffffff00000000dc5bf2400200000060ba1601e873590178a202010000000038561401d8a10201c475734001000000f82eecbe385614017ce67240000000007c2fecbec0390a41d4767340f02eecbe010000000100000030201901042fecbe68967840981bc0400100000002000000042fecbe30201901e02eecbe02000000982fecbee02eecbe02000000982fecbe402fecbec0390a41ac6ff14001000000285abf40020000000075000000000000285abf40020000000000000000000000e02eecbee02eecbe102fecbeffffffff98506001442fecbe486ca240687fae403020190100000000000000000000000098c6e0000000000054aea240285abf40000080bf00008040000030410000b84138561401830000003060f2402030ecbec050600101000000dc5bf240982fecbe2030ecbe981bc04000000000e42400000030ecbe385614010f000000e01802400000000038561401dc5bf240000000000400000088c6e000
4	0.045	OK	session=0	msgType=18	arg=0	state=0x31	text=31205031202048	000000001200000000000000486531205031202048000000f4987301f898730100a04341ac7e000000000000f098730134b04341000000009c8a7601c08a760100000000d02b4c0134b0434100000000c00fffffd42b4c0100a04341ac7e00005866384118d1d00034020000d02b4c0100000000401f920134b04341000000009c8a7601108a760130d3d000c00fffff00000000108a760134b0434100000000108a7601c08a760100a04341ac7e0000586638410000000090665501608a7601688a7601981bc040a0817740020000001c8a760110e58f010000000028e58f0128e58f01c0390a41707c1001687a10010000000060e58f0134b043410000000028d01401e82f000000a043416896210100000000e8e48f0134b0434168cf140130d3d000c00fffff0000000068cf140134b04341000000000cd01401e82f000000a04341689621015866384118d1d0003202000068cf1401c00fffff981bc040eca47340e895210168962101c00fffff4838db00a094730100000000604d580134b0434100000000f44c58017c1d000000a04341e093fa00586638410000000000000000e84c580134b0434100000000044d5801e82f000000a04341e093fa00586638419706000030d3d000c00fffffe84c5801c0390a41a8c9f240f093fa00e093fa00c00fffff687c1501fc2fecbee82f0000c0390a416474f24000000000fc2fecbee84c580168b058010430ecbee193fa00981bc0400000000008c7da0000000000fc2fecbec00fffff
5	0.047	OK	session=0	msgType=21	arg=1	state=0xff	text=ff3135392020536563732052656d61696e696e67	000000001500000001000000a42dff3135392020536563732052656d61696e696e670000000000001200000000000000486531205031202048000000f4987301f898730100a04341ac7e000000000000f098730134b04341000000009c8a7601c08a760100000000d02b4c0134b0434100000000c00fffffd42b4c0100a04341ac7e00005866384118d1d00034020000d02b4c0100000000401f920134b04341000000009c8a7601108a760130d3d000c00fffff00000000108a760134b0434100000000108a7601c08a760100a04341ac7e0000586638410000000090665501608a7601688a7601981bc040a0817740020000001c8a760110e58f010000000028e58f0128e58f01c0390a41707c1001687a10010000000060e58f0134b043410000000028d01401e82f000000a043416896210100000000e8e48f0134b0434168cf140130d3d000c00fffff0000000068cf140134b04341000000000cd01401e82f000000a04341689621015866384118d1d0003202000068cf1401c00fffff981bc040eca47340e895210168962101c00fffff4838db00a094730100000000604d580134b0434100000000f44c58017c1d000000a04341e093fa00586638410000000000000000e84c580134b0434100000000044d5801e82f000000a04341e093fa00586638419706000030d3d000c00fffffe84c5801c0390a41a8c9f240f093fa00e093fa00c00fffff687c1501fc2fecbee82f0000c0390a416474f24000000000fc2fecbee84c5801
6	0.079	OK	session=0	msgType=21	arg=1	state=0xff	text=ff3135322020536563732052656d61696e696e67	000000001500000001000000f4c5ff3135322020536563732052656d61696e696e670040e46f6f400000000000000000000000000000000000000000000000000000004200000000000000001f030000df010000e060a740a068df00b87aa6400804000000000000000000001f030000df010000e060a74008020000081f110108050000fc2eecbe981bc040b488a740146bdf00e060a74088020000081f1101d02fecbeb87aa640981bc040b488a740146bdf00e060a740a8020000081f110158050000fc2eecbe981bc040b488a740146bdf0098a0de00b0020000081f110160050000fc2eecbe981bc04098a0de00c02eecbe081f110101000000000000000100000000000000000000001f0300001f000000fefffffffeffffff2103000021000000dc2eecbe386adf00b0bbdf000100000000000000d42eecbec82eecbe0100000002000000020000003400000000000000ac5508000000000000000000c0390a4100000000c8e9190134b0434100000000c00fffff08c7da0000a04341602fecbe58663841c8e91901c8e919010000000034c7da00c0390a41982bf140c8e9190150c2da00c0390a41e8c2f040000000000100000024c7da004d000000b0c9dd00249d1e0000000000b0c9dd00b0c9dd0018f15600ac69df00a068df000200000008c7da00c0390a413847dd4060a4de0060a4de00e8abde0060a4de0000000000ac69df00a068df00c00fffff08c7da00981bc040a864df00102ca740981bc040e46362400c30ecbe
7	0.081	OK	session=0	msgType=21	arg=1	state=0xfe	text=fe31526561647920546f2041726d	000000001500000001000000c039fe31526561647920546f2041726d000080bfa88b7601000000000000000000000000a0291e0100000000109e9d0184aea240c0feff1f00000000000000000000004f0000004fd0a71701830000003060f240000000000000000000000000d8e7560101000000000000000000000000000000e4240000802eecbed0a717010b000000e018024088d4fb0094d4fb00d08576010001000001000000302eecbe78d4d00000a717010b000000010000000000000000000080c0ffffff00000000dc5bf24002000000d8e75601283991016023030100000000d0a7170148210301c475734001000000f82eecbed0a717017ce67240000000007c2fecbec0390a41d4767340f02eecbe0100000001000000b8e9fb00042fecbe68967840981bc0400100000002000000042fecbeb8e9fb00e02eecbe02000000982fecbee02eecbe02000000982fecbe402fecbec0390a41ac6ff14001000000285abf40020000000075000000000000285abf40020000000000000000000000e02eecbee02eecbe102fecbeffffffff00a79d01442fecbe486ca240687fae40b8e9fb00000000000000000000000000a0291e010000000054aea240285abf40000080bf00008040000030410000b841d0a71701830000003060f2402030ecbee8e5550101000000dc5bf240982fecbe2030ecbe981bc04000000000e42400000030ecbed0a717010f000000e018024000000000d0a71701dc5bf2400000000004000000b0151401
8	3.399	OK	session=0	msgType=21	arg=1	state=0xfe	text=fe31526561647920546f2041726d	0000000015000000010000000000fe31526561647920546f2041726d0068df000000000001000000b0bbdf00b4bbdf0000000000981bc040010000005444a24000000000000000000000000001000000d82decbe00000000000000000000000000000000482eecbeb0bbdf00b0bbdf0000000000b4bbdf0000000000981bc040010000001ca3a240782eecbe6cf35201782eecbe782eecbe981bc040e4636240782eecbe6cf35201c00fffff0000000068fc900134b04341000000005096f9000000000000a0434101000000586638410000000068fc9001c00fffff000000005096f900304a08000000000000000000000018430000f841b847bf400000000058f3520189010000540100009601000078010000870100005201000098010000b8735901c852160168fc9001000000008cd4d0008cd4d000d42eecbec82eecbe010000006830ecbeb8d5dc000000000000000000dc4e08000000000000000000c0390a4100000000e07a530134b0434100000000c00fffff08c7da0000a04341602fecbe58663841e07a5301e07a53010000000034c7da00c0390a41982bf140e07a530150c2da00c0390a41e8c2f040000000000100000024c7da004d000000e8abde000000000000000000e8abde0035c7da0000000000ac69df00a068df000200000008c7da00c0390a413847dd4060a4de0060a4de00e8abde0060a4de0000000000ac69df00a068df00c00fffff08c7da00981bc040a864df00102ca740d432ecbee8abde0060a4de00
9	4.158	OK	session=0	msgType=21	arg=1	state=0xff	text=ff3135392020536563732052656d61696e696e67	000000001500000001000000c039ff3135392020536563732052656d61696e696e67000100000000000000000000000098c6e0000000000098dc920184aea240c0feff1f00000000000000000000004f0000004f38561401830000003060f24000000000000000000000000060ba160101000000000000000000000000000000e4240000802eecbe385614010b000000e0180240204711012c471101e8a19d010001000001000000302eecbe78d4d000005614010b000000010000000000000000000080c0ffffff00000000dc5bf2400200000060ba1601e873590178a202010000000038561401d8a10201c475734001000000f82eecbe385614017ce67240000000007c2fecbec0390a41d4767340f02eecbe010000000100000030201901042fecbe68967840981bc0400100000002000000042fecbe30201901e02eecbe02000000982fecbee02eecbe02000000982fecbe402fecbec0390a41ac6ff14001000000285abf40020000000075000000000000285abf40020000000000000000000000e02eecbee02eecbe102fecbeffffffff98506001442fecbe486ca240687fae403020190100000000000000000000000098c6e0000000000054aea240285abf40000080bf00008040000030410000b84138561401830000003060f2402030ecbec050600101000000dc5bf240982fecbe2030ecbe981bc04000000000e42400000030ecbe385614010f000000e01802400000000038561401dc5bf240000000000400000088c6e000
